id,ra,dec
0000703,    15.095283,    41.338776
0000704,    14.100594,    40.609773
0000705,    13.895511,    41.009653
0000706,    15.176104,    40.518544
0000707,    14.019351,    41.540160
0000708,    14.820365,    42.265044
0000709,    13.542807,    42.152449
0000710,    13.313698,    41.392603
0000711,    14.104070,    40.324506
0000712,    13.260756,    40.495255
0000713,    13.896229,    41.171015
0000714,    13.658894,    41.700954
0000715,    14.466131,    40.658463
0000716,    13.975353,    42.254580
0000717,    15.174746,    41.370776
0000718,    14.273105,    40.520627
0000719,    13.392100,    41.509980
0000720,    13.632301,    41.650401
0000721,    14.348680,    40.689348
0000722,    14.592571,    41.713273
0000723,    14.414814,    40.670225
0000724,    14.106206,    40.793445
0000725,    13.352166,    42.082847
0000726,    14.804434,    41.772887
0000727,    13.541680,    40.662501
0000728,    14.862834,    41.811288
0000729,    13.222741,    42.046257
0000730,    14.552776,    41.793498
0000731,    13.737458,    41.295741
0000732,    13.646279,    41.137841
0000733,    13.479333,    41.662563
0000734,    14.550273,    41.373149
0000735,    14.513115,    41.161909
0000736,    14.215308,    40.761052
0000737,    14.166516,    41.825613
0000738,    14.386890,    40.634243
0000739,    14.706649,    40.504022
0000740,    15.142871,    41.829719
0000741,    13.491303,    42.083033
0000742,    14.547010,    41.316808
0000743,    13.803773,    40.370210
0000744,    14.057738,    42.134097
0000745,    15.065142,    41.119529
0000746,    13.428260,    40.873011
0000747,    13.855204,    41.632622
0000748,    13.692260,    41.576487
0000749,    14.648458,    40.880655
0000750,    15.095513,    40.490853
0000751,    15.206631,    41.346376
0000752,    13.546243,    41.227462
0000753,    14.577403,    41.639723
0000754,    14.587362,    42.023611
0000755,    14.123125,    40.829670
0000756,    14.745649,    40.701495
0000757,    14.750236,    41.871789
0000758,    14.886268,    41.995662
0000759,    14.010297,    42.026021
0000760,    14.023269,    41.077999
0000761,    15.165565,    41.974349
0000762,    13.514733,    41.869223
0000763,    15.200717,    40.429134
0000764,    13.595099,    41.034503
0000765,    14.005022,    41.219688
0000766,    14.337853,    42.155772
0000767,    14.029988,    40.334420
0000768,    13.698623,    42.070551
0000769,    14.704624,    41.449118
0000770,    15.177785,    41.025215
0000771,    14.818360,    41.686230
0000772,    14.747790,    42.083525
0000773,    13.867204,    41.204094
0000774,    13.319235,    41.754559
0000775,    14.037555,    40.600474
0000776,    15.019729,    42.082068
0000777,    14.582720,    41.796062
0000778,    13.715026,    40.607602
0000779,    14.790099,    40.956360
0000780,    13.337267,    40.435592
0000781,    14.308968,    40.797277
0000782,    13.303186,    42.013660
0000783,    15.138093,    40.527246
0000784,    14.023168,    40.460938
0000785,    15.170209,    40.515093
0000786,    13.624744,    42.242741
0000787,    14.495527,    41.768664
0000788,    13.550000,    41.053058
0000789,    14.274342,    41.495962
0000790,    13.477229,    41.084777
0000791,    13.908853,    41.137614
0000792,    14.955171,    42.180613
0000793,    13.378101,    40.799012
0000794,    15.113280,    40.818914
0000795,    13.347624,    40.995662
0000796,    13.341254,    41.436641
0000797,    15.035743,    40.424474
0000798,    13.991108,    41.005535
0000799,    14.681888,    40.452007
0000800,    14.235286,    40.835782
0000801,    15.213326,    40.593555
0000802,    14.369193,    40.896136
0000803,    14.363839,    41.539543
0000804,    13.791544,    40.324296
0000805,    13.925339,    40.702215
0000806,    14.085915,    41.379371
0000807,    13.328376,    41.840049
0000808,    13.644298,    42.002359
0000809,    14.745125,    41.824879
0000810,    13.412877,    41.057605
0000811,    14.966730,    40.540974
0000812,    14.807260,    41.072525
0000813,    13.846583,    41.376455
0000814,    14.520475,    41.424425
0000815,    13.808538,    41.942475
0000816,    14.965884,    40.824395
0000817,    13.458122,    40.982630
0000818,    13.354256,    41.245234
0000819,    13.918386,    41.857987
0000820,    14.262091,    41.500591
0000821,    14.331232,    41.467227
0000822,    13.637277,    40.441438
0000823,    14.489810,    41.025518
0000824,    14.701322,    41.424764
0000825,    14.306395,    40.441546
0000826,    13.851771,    41.594651
0000827,    15.178392,    42.232507
0000828,    14.530041,    41.058719
0000829,    15.015824,    40.611000
0000830,    14.266230,    41.061776
0000831,    14.987593,    41.647874
0000832,    14.524824,    41.163745
0000833,    13.469036,    40.547170
0000834,    13.621152,    40.458089
0000835,    13.857737,    40.633412
0000836,    13.660698,    41.662836
0000837,    13.436471,    40.731207
0000838,    13.454326,    40.813669
0000839,    14.665757,    42.238211
0000840,    14.625469,    40.923679
0000841,    14.250377,    41.616543
0000842,    13.251204,    42.217502
0000843,    14.697080,    41.958526
0000844,    15.215359,    41.309539
0000845,    14.997484,    40.518514
0000846,    13.600084,    40.288046
0000847,    13.770325,    42.195562
0000848,    13.678183,    41.400817
0000849,    14.527848,    42.219566
0000850,    13.294905,    41.788882
0000851,    14.862177,    41.481903
0000852,    15.002991,    40.538984
0000853,    14.934304,    41.110299
0000854,    14.273958,    41.686333
0000855,    14.130391,    42.080595
0000856,    14.648282,    40.516902
0000857,    14.185433,    40.570323
0000858,    14.746909,    41.989982
0000859,    14.693955,    41.834206
0000860,    13.827801,    41.915457
0000861,    14.230818,    41.262899
0000862,    13.248207,    40.964790
0000863,    14.199258,    42.123259
0000864,    14.389428,    41.368139
0000865,    13.509621,    41.720426
0000866,    13.296431,    41.578638
0000867,    13.496492,    41.102612
0000868,    13.792786,    40.770955
0000869,    14.676602,    42.054698
0000870,    13.870776,    41.221960
0000871,    13.282851,    41.347698
0000872,    14.228640,    41.793679
0000873,    13.667947,    41.191449
