id,ra,dec
0000073,    13.387157,    41.656943
0000074,    13.721058,    41.017264
0000075,    13.996715,    41.117860
0000076,    14.049885,    40.348397
0000077,    14.091255,    41.385705
0000078,    14.522653,    41.966461
0000079,    13.414844,    41.697726
0000080,    14.274450,    40.327574
0000081,    14.732737,    41.558949
0000082,    14.184917,    40.565924
0000083,    14.436199,    40.787933
0000084,    14.862995,    41.586199
0000085,    13.781460,    40.820008
0000086,    13.936982,    40.882419
0000087,    13.771462,    40.792460
0000088,    13.334696,    40.976498
0000089,    13.399421,    40.958193
0000090,    14.576099,    41.172095
0000091,    15.119657,    40.916448
0000092,    14.563833,    40.426733
0000093,    14.979508,    40.759457
0000094,    14.848505,    40.859532
0000095,    13.724320,    42.036875
0000096,    13.844500,    41.419332
0000097,    14.382500,    41.785107
0000098,    13.782237,    41.897020
0000099,    14.692986,    40.574617
0000100,    13.360523,    41.141225
0000101,    13.639148,    41.173306
0000102,    13.498348,    41.322939
0000103,    14.502496,    41.619862
0000104,    14.424957,    40.570904
0000105,    13.612625,    41.546580
0000106,    14.063891,    41.331249
0000107,    15.123640,    41.020492
0000108,    14.894886,    40.632869
0000109,    13.558769,    40.588308
0000110,    14.834301,    40.785368
0000111,    14.667315,    40.384223
0000112,    14.046433,    41.086471
0000113,    14.697231,    40.508874
0000114,    15.164275,    41.122854
0000115,    14.593847,    40.758922
0000116,    13.927795,    41.986813
0000117,    13.801115,    41.363586
0000118,    14.893844,    41.625668
0000119,    14.166107,    40.920881
0000120,    13.794310,    41.919998
0000121,    15.135154,    41.292959
0000122,    14.080707,    41.882094
0000123,    14.279130,    40.834410
0000124,    13.956426,    40.635263
0000125,    14.851375,    41.291990
0000126,    14.450681,    40.900977
0000127,    13.613563,    41.866735
0000128,    13.969072,    40.753014
0000129,    13.757871,    41.341951
0000130,    14.582099,    40.529659
0000131,    13.972305,    40.926502
0000132,    15.091911,    41.249720
0000133,    13.890083,    41.640899
0000134,    15.028936,    40.842689
0000135,    14.485498,    42.044931
0000136,    14.267503,    42.125168
0000137,    14.824800,    40.494096
0000138,    14.685419,    40.923537
0000139,    13.935354,    41.621756
0000140,    14.414730,    40.603251
0000141,    13.739617,    41.349381
0000142,    14.933852,    41.940984
0000143,    14.926379,    41.891124
0000144,    13.394333,    40.735161
0000145,    14.699307,    41.282759
0000146,    13.826944,    41.777819
0000147,    14.881752,    40.900841
0000148,    14.302115,    41.803709
0000149,    14.872690,    40.845178
0000150,    13.510003,    41.309962
0000151,    14.644343,    41.273787
0000152,    13.258741,    41.404313
0000153,    15.172361,    41.524054
0000154,    13.402632,    41.327496
0000155,    13.825477,    41.658015
0000156,    13.920721,    40.832984
0000157,    14.581393,    41.470826
0000158,    14.267589,    40.949409
0000159,    14.425796,    40.540231
0000160,    13.969537,    41.439276
0000161,    14.091147,    40.527822
0000162,    14.868603,    40.832421
0000163,    15.137279,    40.903597
0000164,    14.073050,    40.780980
0000165,    13.601957,    40.829894
0000166,    13.699646,    41.525958
0000167,    13.428528,    41.134683
0000168,    13.790663,    41.049259
0000169,    14.016243,    40.550498
0000170,    13.678413,    41.591271
0000171,    14.441736,    41.109860
0000172,    14.616027,    41.802125
0000173,    13.764429,    42.031684
0000174,    14.834820,    41.826536
0000175,    13.845043,    41.628022
0000176,    13.723246,    41.452130
0000177,    14.333705,    40.506706
0000178,    13.721666,    41.078779
0000179,    13.508054,    41.292421
0000180,    13.938690,    41.104373
0000181,    13.420777,    41.661905
0000182,    14.401463,    41.988485
0000183,    14.143018,    41.993008
0000184,    14.018251,    41.995731
0000185,    14.439003,    40.989139
0000186,    13.851122,    41.945608
0000187,    14.878612,    40.938160
0000188,    14.636455,    40.636923
0000189,    14.119694,    41.264484
0000190,    14.178296,    40.815440
0000191,    13.767024,    41.701879
0000192,    13.954813,    42.164040
0000193,    14.869018,    40.794090
0000194,    14.734005,    41.646010
0000195,    13.834802,    40.818808
0000196,    14.075377,    40.503566
0000197,    14.708248,    40.582569
0000198,    13.892363,    41.644187
0000199,    14.481072,    41.535623
0000200,    13.725005,    40.952242
0000201,    14.786978,    40.747815
0000202,    14.089726,    40.921499
0000203,    14.066062,    40.680468
0000204,    14.656675,    41.424601
0000205,    13.479750,    41.608426
0000206,    14.811767,    41.616784
0000207,    13.610090,    41.430622
0000208,    13.416788,    41.544866
0000209,    14.210430,    41.287607
0000210,    14.495291,    41.909649
0000211,    14.449773,    42.131931
0000212,    14.480786,    40.504361
0000213,    15.159674,    40.974721
0000214,    14.779073,    41.356238
0000215,    13.541026,    40.793444
0000216,    14.749738,    40.965534
0000217,    15.047809,    40.892598
0000218,    14.197457,    40.500101
0000219,    13.436371,    40.665790
0000220,    13.954809,    40.829372
0000221,    14.813926,    40.550392
0000222,    13.624945,    41.837811
0000223,    13.332851,    41.500722
0000224,    14.868402,    41.596064
0000225,    14.920954,    41.307190
0000226,    14.546649,    40.842247
0000227,    14.353572,    40.736509
0000228,    14.790587,    42.065387
0000229,    13.340789,    41.111449
0000230,    14.988697,    41.069559
0000231,    14.715821,    40.435653
0000232,    14.237584,    40.930309
0000233,    13.932165,    41.385908
0000234,    13.768166,    40.542005
0000235,    14.134355,    40.540377
0000236,    14.618588,    40.945171
0000237,    13.795095,    40.933679
0000238,    14.380212,    40.671807
0000239,    14.001395,    40.582649
0000240,    13.587079,    41.629411
0000241,    13.811244,    41.199246
0000242,    13.551535,    41.933095
0000243,    14.315920,    41.038653
0000244,    14.594176,    41.814139
0000245,    13.662777,    40.907956
0000246,    14.943183,    41.676831
0000247,    14.893414,    40.841669
0000248,    14.639809,    40.887361
0000249,    13.820416,    41.292162
0000250,    13.637283,    41.509483
0000251,    14.219314,    40.508047
0000252,    14.374259,    41.902518
0000253,    14.781150,    40.476211
0000254,    14.459320,    41.375159
0000255,    13.836417,    41.012409
0000256,    14.023068,    41.399609
0000257,    14.762273,    41.285673
0000258,    14.956830,    41.094938
0000259,    13.757149,    41.648528
0000260,    14.362053,    41.674144
0000261,    13.999701,    41.625109
0000262,    13.820172,    41.699013
0000263,    14.166636,    41.638008
0000264,    14.658139,    40.866635
0000265,    14.183801,    40.383683
0000266,    13.729187,    41.702821
0000267,    14.904953,    40.818001
0000268,    14.091569,    40.828669
0000269,    15.068993,    40.761158
0000270,    14.970723,    40.853583
0000271,    13.653573,    41.609508
0000272,    15.001614,    40.871025
0000273,    14.459750,    41.688144
0000274,    14.979426,    40.885945
0000275,    14.653839,    40.380361
0000276,    13.502137,    41.823828
0000277,    14.867984,    41.414215
0000278,    14.357632,    40.334102
0000279,    14.482390,    40.647315
0000280,    14.251608,    41.185941
0000281,    13.680880,    40.834951
0000282,    14.961771,    40.868869
0000283,    14.347811,    41.749906
0000284,    14.159350,    40.733160
0000285,    15.137124,    41.295896
0000286,    13.385127,    41.029838
0000287,    14.909783,    41.452687
0000288,    15.115400,    41.030809
0000289,    14.998747,    41.844795
0000290,    14.449950,    42.058551
0000291,    13.969026,    41.714310
0000292,    14.093381,    42.070821
0000293,    14.397737,    41.336392
0000294,    14.091108,    40.946823
0000295,    13.977254,    40.776093
0000296,    13.873857,    40.702825
0000297,    14.928731,    40.914114
0000298,    15.066897,    41.198650
0000299,    14.056171,    40.401104
0000300,    13.341053,    41.726708
0000301,    14.835632,    41.944223
0000302,    14.466334,    41.175637
0000303,    14.936365,    41.802086
0000304,    14.720458,    41.063233
0000305,    14.286455,    41.866986
0000306,    13.349559,    41.357311
0000307,    13.693369,    41.324458
0000308,    14.270219,    42.131037
0000309,    14.373323,    41.530236
0000310,    14.566922,    42.029565
0000311,    13.621039,    41.164829
0000312,    13.658679,    40.580760
0000313,    13.828791,    41.443751
0000314,    14.415326,    40.922847
0000315,    13.834657,    40.693236
0000316,    13.953261,    41.688255
0000317,    14.679644,    40.598811
0000318,    13.352848,    41.151907
0000319,    13.980753,    42.108490
0000320,    13.958651,    40.998532
0000321,    14.579774,    40.372509
0000322,    14.358959,    41.483256
0000323,    14.700517,    41.774809
0000324,    13.807260,    41.515016
0000325,    14.261413,    41.178436
0000326,    14.180295,    41.068139
0000327,    13.782515,    40.935083
0000328,    15.000630,    41.590127
0000329,    14.521557,    41.539070
0000330,    14.605787,    41.761464
0000331,    14.501163,    42.221974
0000332,    13.482054,    41.167934
0000333,    13.716768,    40.404618
0000334,    13.395109,    41.706659
0000335,    15.176753,    41.499633
0000336,    14.021192,    41.567066
0000337,    14.391410,    40.371122
0000338,    13.562936,    40.523842
0000339,    13.283226,    41.425137
0000340,    13.900590,    41.096562
0000341,    14.790017,    41.470904
0000342,    14.467497,    41.031437
0000343,    14.064696,    41.538274
0000344,    13.528333,    40.649867
0000345,    14.925645,    41.818594
0000346,    13.549106,    41.871663
0000347,    14.226949,    42.101123
0000348,    14.133841,    41.958152
0000349,    14.557214,    41.804665
0000350,    14.080379,    40.685604
0000351,    14.592114,    41.031253
0000352,    13.742484,    41.686488
0000353,    13.676847,    41.922754
0000354,    14.900518,    41.121482
0000355,    14.349164,    41.079943
0000356,    15.120300,    41.263208
0000357,    13.692926,    40.792952
0000358,    14.444369,    41.624231
0000359,    15.084213,    41.451604
0000360,    14.723107,    41.053108
0000361,    14.977940,    41.791997
0000362,    13.585924,    41.905576
0000363,    13.911477,    40.779550
0000364,    15.116977,    40.844031
0000365,    13.712416,    40.591638
0000366,    14.970954,    41.285466
0000367,    14.420017,    40.851055
0000368,    14.556898,    40.412335
0000369,    14.540673,    40.663389
0000370,    14.976262,    41.637924
0000371,    14.847486,    41.714905
0000372,    13.872116,    41.675147
0000373,    14.057177,    40.334433
0000374,    14.298553,    40.904353
0000375,    14.684589,    41.177491
0000376,    13.336319,    41.420107
0000377,    13.630595,    41.444403
0000378,    14.496238,    41.335144
0000379,    13.313437,    41.173069
0000380,    14.112651,    41.411544
0000381,    14.373304,    40.305354
0000382,    14.457805,    41.744034
0000383,    14.149292,    41.194001
0000384,    13.713927,    40.749933
0000385,    14.571156,    41.710410
0000386,    14.077299,    41.605748
0000387,    14.709373,    41.814082
0000388,    14.471618,    40.565080
0000389,    13.657836,    40.663698
0000390,    14.379912,    41.490908
0000391,    13.365200,    41.600380
0000392,    14.667289,    41.004705
0000393,    13.906271,    42.218109
0000394,    13.546745,    41.555004
0000395,    14.436361,    40.296014
0000396,    13.456921,    40.731519
0000397,    13.711717,    41.429258
0000398,    13.570077,    41.885521
0000399,    15.129783,    41.561992
0000400,    13.905631,    41.455736
0000401,    14.737864,    41.282927
0000402,    14.331841,    41.920763
0000403,    13.668644,    41.779573
0000404,    13.712840,    41.458907
0000405,    14.202405,    41.291405
0000406,    14.108868,    42.014034
0000407,    14.692353,    42.100998
0000408,    13.673045,    41.470757
0000409,    15.210234,    41.353174
0000410,    14.870575,    41.607156
0000411,    13.926078,    40.517379
0000412,    14.539006,    41.609794
0000413,    13.852250,    41.444563
0000414,    13.420717,    41.324580
0000415,    14.166738,    41.060304
0000416,    14.560311,    41.722922
0000417,    14.412452,    41.341187
0000418,    13.957588,    41.765562
0000419,    14.052310,    41.291395
0000420,    14.475050,    40.766754
0000421,    14.275887,    41.527561
0000422,    15.182139,    41.313134
0000423,    14.779410,    41.918226
0000424,    14.078461,    40.477483
0000425,    14.647300,    41.166736
0000426,    13.290975,    41.415914
0000427,    13.900334,    41.659293
0000428,    15.000774,    40.704421
0000429,    13.702155,    40.795839
0000430,    13.454088,    40.679623
0000431,    13.592939,    40.878853
0000432,    14.548127,    41.597197
0000433,    13.286347,    41.430642
0000434,    13.651061,    41.295370
0000435,    14.447892,    41.020197
0000436,    14.019768,    42.153519
0000437,    14.167726,    41.812685
0000438,    14.519242,    41.287951
0000439,    14.793806,    40.658410
0000440,    14.729173,    40.472322
0000441,    14.218637,    41.867413
0000442,    14.406834,    40.312804
0000443,    13.916863,    40.869442
0000444,    13.679943,    41.619799
0000445,    13.390269,    41.391438
0000446,    13.577238,    40.688355
0000447,    13.683093,    40.832016
0000448,    13.994566,    41.416515
0000449,    13.337548,    41.319349
0000450,    14.059507,    40.788657
0000451,    13.803241,    42.092938
0000452,    14.765116,    40.543638
0000453,    13.283257,    41.630542
0000454,    14.012563,    40.764623
0000455,    13.790371,    40.673796
0000456,    14.751273,    40.426464
0000457,    14.956940,    41.779671
0000458,    14.086129,    40.958153
0000459,    13.487160,    41.367309
0000460,    15.004949,    41.767869
0000461,    14.517945,    41.499085
0000462,    14.498755,    40.596035
0000463,    14.739297,    41.043291
0000464,    14.267011,    41.269724
0000465,    13.451300,    41.514405
0000466,    14.201387,    42.228793
0000467,    14.377758,    41.736873
0000468,    14.763093,    40.920401
0000469,    13.952802,    41.207934
0000470,    14.667981,    41.701272
0000471,    14.826366,    41.634971
0000472,    13.987158,    41.553268
0000473,    13.684950,    41.507134
0000474,    13.857001,    41.853294
0000475,    14.309758,    40.487472
0000476,    15.097562,    40.810108
0000477,    14.654499,    42.161582
0000478,    14.141160,    40.690427
0000479,    15.114914,    41.542670
0000480,    13.573449,    41.900603
0000481,    14.457254,    41.211264
0000482,    14.934344,    41.261228
0000483,    13.611188,    40.915091
0000484,    14.346659,    41.397685
0000485,    14.663392,    41.244203
0000486,    14.944759,    41.534370
0000487,    14.976796,    41.491216
0000488,    14.177736,    40.338792
0000489,    13.533407,    41.337842
0000490,    13.318971,    41.050590
0000491,    13.860604,    40.528694
0000492,    15.082895,    40.903225
0000493,    14.235593,    40.923067
0000494,    14.878252,    41.928501
0000495,    14.098450,    42.078253
0000496,    13.980348,    41.787877
0000497,    13.591452,    40.552251
0000498,    14.593247,    40.695615
0000499,    14.413947,    41.569243
0000500,    14.300396,    40.488953
0000501,    14.273252,    41.167133
0000502,    13.515574,    41.410455
0000503,    13.502158,    41.869917
0000504,    14.213721,    42.095035
0000505,    14.840902,    41.629573
0000506,    14.908241,    40.763005
0000507,    13.365207,    40.952555
0000508,    14.872686,    41.078562
0000509,    14.606349,    40.497484
0000510,    13.972133,    41.648143
0000511,    13.437180,    40.718633
0000512,    13.620220,    40.991855
0000513,    13.546916,    41.912681
0000514,    14.191776,    41.442200
0000515,    13.419744,    40.696909
0000516,    14.114621,    40.848841
0000517,    14.041752,    41.526662
0000518,    14.621330,    40.988400
0000519,    13.811251,    40.382668
0000520,    15.163312,    41.439678
0000521,    15.165636,    41.165842
0000522,    13.582379,    42.007304
0000523,    13.677714,    41.258018
0000524,    13.695592,    41.140485
0000525,    14.367236,    41.957439
0000526,    14.459679,    40.868186
0000527,    14.137530,    41.842791
0000528,    13.321003,    41.351122
0000529,    14.356334,    41.612844
0000530,    13.820228,    40.520773
0000531,    13.465274,    40.665888
0000532,    13.403591,    41.503884
0000533,    14.879939,    40.689183
0000534,    14.410564,    41.650482
0000535,    14.428886,    42.113539
0000536,    14.167380,    41.209910
0000537,    13.640483,    40.877468
0000538,    13.725450,    42.021304
0000539,    13.855475,    42.095495
0000540,    13.637832,    41.355319
0000541,    14.461379,    41.183300
0000542,    15.080343,    41.762103
0000543,    13.700111,    41.281576
0000544,    13.788235,    40.905936
0000545,    13.625793,    40.820729
0000546,    13.501631,    41.743562
0000547,    14.515614,    40.458276
0000548,    13.220962,    41.263196
0000549,    13.999830,    40.297273
0000550,    14.175171,    40.434379
0000551,    14.711275,    41.009367
0000552,    14.328402,    41.416671
0000553,    14.468352,    41.219527
0000554,    15.119438,    41.603065
0000555,    14.588446,    40.772055
0000556,    14.125346,    41.066426
0000557,    13.976866,    41.358294
0000558,    14.249622,    41.449338
0000559,    13.305420,    41.567615
0000560,    14.330591,    41.164759
0000561,    13.648970,    40.495112
0000562,    13.443412,    41.398899
0000563,    13.734999,    41.741373
0000564,    14.142650,    41.060159
0000565,    13.752331,    40.698956
0000566,    14.576519,    42.006857
0000567,    13.558012,    41.025606
0000568,    14.775489,    40.683357
0000569,    14.314734,    42.144077
0000570,    14.329149,    40.811154
0000571,    14.900542,    40.626409
0000572,    13.428295,    41.326550
0000573,    14.698123,    40.708714
0000574,    13.474152,    40.864476
0000575,    13.854324,    41.825838
0000576,    14.368116,    41.842523
0000577,    13.577038,    42.027495
0000578,    14.324892,    41.626489
0000579,    14.795134,    41.133592
0000580,    13.979535,    40.813159
0000581,    14.295323,    42.246540
0000582,    13.745344,    41.853659
0000583,    14.571901,    41.117618
0000584,    14.359970,    42.063455
0000585,    13.571364,    40.745872
0000586,    14.275840,    41.971069
0000587,    14.642193,    41.473321
0000588,    14.804191,    41.983102
0000589,    13.943469,    41.458799
0000590,    14.049725,    40.581549
0000591,    14.571057,    41.578269
0000592,    14.658401,    41.540353
0000593,    14.286464,    42.187991
0000594,    14.144711,    41.998808
0000595,    13.904741,    40.888534
0000596,    13.773905,    40.400663
0000597,    13.674300,    40.987599
0000598,    14.240361,    41.199971
0000599,    14.700723,    42.141116
0000600,    13.346417,    41.042857
0000601,    13.594469,    40.958636
0000602,    14.667070,    42.102544
0000603,    13.602087,    41.742609
0000604,    14.287687,    41.739122
0000605,    14.471142,    40.598468
0000606,    14.019343,    41.188616
0000607,    14.377640,    40.960303
0000608,    14.705138,    40.979860
0000609,    14.242981,    41.010891
0000610,    14.095272,    40.967539
0000611,    14.453016,    41.327871
0000612,    14.454934,    41.659733
0000613,    13.930773,    41.558274
0000614,    14.322968,    42.160875
0000615,    14.701621,    40.813697
0000616,    14.491471,    41.684345
0000617,    14.314615,    41.216771
0000618,    14.994883,    41.055016
0000619,    14.136585,    41.490335
0000620,    13.925817,    42.100621
0000621,    15.005042,    41.599597
0000622,    13.340670,    41.181162
0000623,    13.290283,    41.201591
0000624,    13.776535,    41.420552
0000625,    13.425619,    41.674563
0000626,    14.117827,    40.336715
0000627,    14.301297,    41.324431
0000628,    13.848536,    40.601889
0000629,    14.321005,    41.790966
0000630,    14.448633,    40.792581
0000631,    13.596694,    40.745109
0000632,    13.896640,    40.381101
0000633,    14.812342,    41.106503
0000634,    13.821404,    40.365284
0000635,    13.576828,    41.760691
0000636,    13.885656,    41.481094
0000637,    13.597173,    41.638629
0000638,    14.516780,    40.865481
0000639,    14.180089,    41.133409
0000640,    14.621442,    41.139643
0000641,    14.285062,    41.911577
0000642,    13.477433,    41.943961
0000643,    14.814997,    40.738932
0000644,    13.523097,    41.643426
0000645,    13.523856,    41.408272
0000646,    13.709115,    40.815231
0000647,    14.630030,    40.762808
0000648,    13.296129,    40.881313
0000649,    14.692546,    40.517642
0000650,    14.772667,    41.528731
0000651,    14.715755,    40.804851
0000652,    14.384437,    41.773961
0000653,    13.945568,    41.677334
0000654,    14.056796,    40.400067
0000655,    13.725046,    40.982925
0000656,    14.810950,    40.568060
0000657,    13.357265,    40.842033
0000658,    14.202833,    40.612883
0000659,    14.944042,    41.912089
0000660,    14.810453,    41.378945
0000661,    14.271033,    41.295002
0000662,    14.818588,    40.659629
0000663,    13.960196,    42.174747
0000664,    14.680365,    42.036996
0000665,    14.720738,    40.854057
0000666,    13.376840,    41.211595
0000667,    13.886025,    41.756022
0000668,    14.863414,    41.412576
0000669,    14.805745,    42.052631
0000670,    13.858074,    41.571523
0000671,    14.667295,    40.941653
0000672,    13.353859,    41.761380
0000673,    14.495391,    40.429260
0000674,    14.550178,    41.118678
0000675,    14.320216,    41.143183
0000676,    14.352755,    41.622891
0000677,    13.610828,    41.166472
0000678,    13.596506,    41.873181
0000679,    14.544458,    40.761413
0000680,    14.858838,    40.891944
0000681,    14.641689,    41.045867
0000682,    14.960551,    40.783731
0000683,    14.518262,    41.204138
0000684,    14.819657,    41.720415
0000685,    13.915805,    41.957471
0000686,    13.918422,    41.557287
0000687,    13.738184,    41.994517
0000688,    14.888600,    40.597535
0000689,    14.707943,    40.477733
0000690,    15.104612,    41.381911
0000691,    14.058385,    42.018891
0000692,    14.262608,    41.920852
0000693,    14.280838,    42.221326
0000694,    14.248439,    40.899844
0000695,    13.730779,    41.593524
0000696,    14.345756,    40.641458
0000697,    14.226677,    40.767661
0000698,    14.016190,    41.125407
0000699,    14.262924,    41.770233
0000700,    14.407157,    40.346256
0000701,    14.200632,    41.805697
0000702,    14.809750,    40.609891
0000703,    13.792905,    41.182719
0000704,    13.385968,    41.086489
0000705,    14.120200,    40.792955
0000706,    13.836265,    41.484212
0000707,    14.715572,    41.902831
0000708,    14.666915,    42.106064
0000709,    13.819626,    41.884405
0000710,    14.474474,    40.886732
0000711,    13.630883,    41.928841
0000712,    14.356005,    41.874225
0000713,    14.594192,    41.043486
0000714,    14.168254,    41.904532
0000715,    14.329913,    41.535549
0000716,    14.422007,    41.112531
0000717,    14.807168,    41.741685
0000718,    15.072078,    40.856605
0000719,    14.844078,    41.970282
0000720,    13.701269,    40.854853
0000721,    14.678345,    41.397185
0000722,    13.710239,    42.020615
0000723,    13.476460,    41.725758
0000724,    14.028198,    41.417929
0000725,    14.623388,    40.594986
0000726,    14.043307,    41.320222
0000727,    14.051730,    40.791593
0000728,    13.602312,    41.329556
0000729,    14.384350,    41.012101
0000730,    14.321297,    40.950141
0000731,    14.339335,    40.652304
0000732,    13.759170,    42.147324
0000733,    15.081467,    41.133936
0000734,    14.854905,    41.219063
0000735,    14.016568,    41.086289
0000736,    14.402437,    41.901077
0000737,    15.026667,    41.041486
0000738,    13.890808,    42.017221
0000739,    14.132621,    41.410462
0000740,    13.550863,    41.522528
0000741,    14.245448,    41.792262
0000742,    13.852973,    40.464218
0000743,    13.888216,    40.709573
0000744,    14.618539,    40.471678
0000745,    14.504401,    41.727429
0000746,    14.484844,    41.643991
0000747,    13.793384,    40.556601
0000748,    13.403324,    41.660589
0000749,    13.601155,    41.901993
0000750,    13.477315,    41.623623
0000751,    14.542480,    41.758996
0000752,    14.930935,    41.152204
0000753,    13.713624,    41.338321
0000754,    14.936113,    41.343661
0000755,    13.974079,    41.970696
0000756,    14.041291,    41.325515
0000757,    14.129243,    40.380373
0000758,    14.950837,    41.457127
0000759,    15.004682,    40.883277
0000760,    13.637194,    41.115947
0000761,    13.909077,    41.810473
0000762,    14.600997,    41.493431
0000763,    15.050400,    41.791114
0000764,    14.536762,    40.877224
0000765,    14.163476,    42.250457
0000766,    14.599646,    40.388160
0000767,    14.776471,    40.997902
0000768,    13.950601,    40.911889
0000769,    14.436338,    41.234074
0000770,    13.967334,    40.784325
0000771,    14.195966,    40.959823
0000772,    14.833895,    41.175155
0000773,    13.714798,    40.576960
0000774,    14.911068,    40.918686
0000775,    14.810679,    41.563855
0000776,    14.726578,    40.779220
0000777,    14.658200,    41.973965
0000778,    14.092354,    40.943175
0000779,    13.579828,    41.593507
0000780,    13.861847,    41.082335
0000781,    13.549326,    40.735287
0000782,    14.711502,    40.432377
