id,ra,dec
0000167,    14.349920,    41.672574
0000168,    15.034498,    40.507615
0000169,    14.899319,    41.602851
0000170,    13.443746,    41.550603
0000171,    13.851759,    41.406191
0000172,    13.860469,    40.524177
0000173,    13.482115,    42.036700
0000174,    13.389560,    41.170373
0000175,    14.469169,    42.091058
0000176,    13.550276,    41.466875
0000177,    15.109807,    40.830678
0000178,    13.553388,    42.224864
0000179,    15.117942,    40.510090
0000180,    13.382273,    41.467863
0000181,    14.527563,    40.557157
0000182,    15.067265,    42.157642
0000183,    14.784915,    41.572569
0000184,    14.794716,    40.563163
0000185,    13.940575,    42.135768
0000186,    13.778466,    40.829255
0000187,    14.850625,    41.669804
0000188,    14.805541,    41.820982
0000189,    13.736797,    40.612495
0000190,    14.192153,    41.877135
0000191,    13.398672,    41.067387
0000192,    14.914598,    40.461961
0000193,    13.773579,    41.051477
0000194,    15.062386,    42.265217
0000195,    13.556130,    41.492804
0000196,    14.128620,    41.930587
0000197,    14.028201,    41.694357
0000198,    13.587357,    40.365009
0000199,    15.113535,    41.237404
0000200,    14.457026,    40.843685
0000201,    13.481645,    40.626650
0000202,    13.382648,    41.262653
0000203,    13.626789,    40.412343
0000204,    14.392709,    40.503176
0000205,    14.253066,    41.637738
0000206,    13.528768,    40.881761
0000207,    13.312868,    40.998992
0000208,    13.742782,    42.180904
0000209,    14.833017,    41.668077
0000210,    14.428979,    42.015657
0000211,    14.730438,    40.398141
0000212,    14.437446,    41.576736
0000213,    15.110242,    40.503892
0000214,    14.130721,    42.181861
0000215,    13.493546,    40.513629
0000216,    14.705979,    41.524505
0000217,    13.318612,    42.039476
0000218,    13.848378,    42.260644
0000219,    14.204687,    41.420828
0000220,    14.508545,    40.488881
0000221,    14.215842,    41.731313
0000222,    14.770369,    40.721257
0000223,    15.174806,    41.276480
0000224,    14.461873,    42.181390
0000225,    14.977367,    41.707824
0000226,    14.812411,    40.316228
0000227,    14.810341,    40.437734
0000228,    15.000497,    41.566318
0000229,    14.652697,    41.096092
0000230,    13.783942,    42.001165
0000231,    14.322972,    41.083908
0000232,    13.758427,    41.864047
0000233,    14.426234,    42.027696
0000234,    14.284566,    40.442543
0000235,    14.726317,    40.802898
0000236,    14.134538,    40.712888
0000237,    13.317088,    41.346406
0000238,    14.101092,    42.104156
0000239,    14.441712,    40.762985
0000240,    15.123677,    40.943977
0000241,    13.575725,    41.444575
0000242,    13.510368,    40.565015
0000243,    14.613694,    41.306764
0000244,    13.591244,    40.916128
0000245,    14.614356,    40.956670
0000246,    13.405330,    41.070766
0000247,    14.928751,    41.108392
0000248,    13.307461,    41.824746
0000249,    14.991060,    42.015591
0000250,    14.431132,    40.313996
0000251,    14.356896,    40.379385
0000252,    15.206242,    40.894787
0000253,    14.384317,    40.428313
0000254,    13.688129,    41.182503
0000255,    13.868792,    41.068145
0000256,    14.131690,    41.932663
0000257,    14.818869,    40.303320
0000258,    13.782600,    41.004249
0000259,    14.523464,    41.387784
0000260,    13.222122,    42.157039
0000261,    14.852243,    41.796655
0000262,    13.317563,    42.167696
0000263,    14.083223,    41.417473
0000264,    14.262879,    41.199490
0000265,    14.690480,    41.794434
0000266,    14.513934,    40.705155
0000267,    14.373797,    41.778937
0000268,    14.114760,    40.494905
0000269,    14.870979,    41.608033
0000270,    15.165702,    41.681784
0000271,    14.730251,    42.126069
0000272,    13.537772,    40.457364
0000273,    14.125701,    40.655082
0000274,    13.303813,    40.678459
0000275,    13.547410,    40.757681
0000276,    14.991404,    41.562444
0000277,    13.577110,    40.981212
0000278,    14.133565,    42.080648
0000279,    13.919157,    40.527346
0000280,    15.061330,    41.787010
0000281,    13.569005,    42.127736
0000282,    13.375799,    41.543697
0000283,    13.578335,    41.000252
0000284,    15.020570,    40.360383
0000285,    15.208381,    41.720802
0000286,    13.575235,    41.660041
0000287,    14.967861,    40.951283
0000288,    13.963167,    40.867888
0000289,    15.090999,    41.551928
0000290,    13.342314,    42.241419
0000291,    13.929229,    41.684591
0000292,    15.188911,    41.173340
0000293,    15.104919,    40.525537
0000294,    13.926378,    41.063997
0000295,    15.209005,    41.178608
0000296,    13.224553,    40.795241
0000297,    13.422431,    41.346277
0000298,    13.633505,    42.160495
0000299,    14.355017,    41.105446
0000300,    13.991094,    40.939831
0000301,    13.626981,    40.372374
0000302,    13.318987,    40.780241
0000303,    13.653889,    40.738963
0000304,    13.888009,    41.540250
0000305,    13.551321,    41.846839
0000306,    14.742159,    41.899829
0000307,    14.339328,    41.324917
0000308,    14.040649,    41.751590
0000309,    13.901734,    41.166032
0000310,    13.902308,    40.809613
0000311,    14.685601,    41.876009
0000312,    14.415711,    40.443309
0000313,    14.232460,    41.848246
0000314,    14.187191,    40.556501
0000315,    13.603902,    41.868500
0000316,    14.978127,    42.035018
0000317,    13.442423,    41.827550
0000318,    14.604723,    41.811389
0000319,    13.811769,    41.073653
0000320,    13.353908,    40.985239
0000321,    13.615144,    41.951617
0000322,    14.890415,    41.440875
0000323,    13.240199,    40.434774
0000324,    14.561041,    40.319814
0000325,    13.746444,    42.160145
0000326,    13.514841,    40.894074
0000327,    14.702366,    41.462899
0000328,    14.185583,    41.545908
0000329,    14.264645,    41.975484
0000330,    13.447289,    41.780830
0000331,    15.149628,    41.301731
0000332,    14.222724,    40.806896
0000333,    13.599185,    40.686362
0000334,    15.054353,    40.976339
0000335,    13.419119,    40.924846
0000336,    14.560149,    42.193150
0000337,    14.850381,    41.064795
0000338,    13.741354,    41.950118
0000339,    14.046055,    40.588237
0000340,    14.542643,    42.038918
0000341,    14.095408,    42.027554
0000342,    13.716730,    40.697168
0000343,    14.679433,    40.813833
0000344,    13.835819,    40.357497
0000345,    13.369253,    41.501231
0000346,    13.702401,    41.109728
0000347,    13.626589,    41.568976
0000348,    13.887482,    41.545389
0000349,    14.258849,    40.319590
0000350,    13.868594,    40.453812
0000351,    14.852026,    41.675490
0000352,    14.163361,    40.992206
0000353,    13.217844,    42.062584
0000354,    14.508995,    41.816566
0000355,    14.344515,    41.663454
0000356,    13.921620,    40.992862
0000357,    13.693811,    42.262119
0000358,    14.446647,    41.637336
0000359,    13.938120,    42.134456
0000360,    13.564074,    41.213294
0000361,    14.992883,    40.794101
0000362,    13.680995,    41.547617
0000363,    13.726834,    41.255550
0000364,    14.956922,    41.874977
0000365,    13.752317,    41.140923
0000366,    14.884029,    41.876849
0000367,    13.528274,    41.702323
0000368,    13.909434,    40.537306
0000369,    13.985097,    41.971278
0000370,    13.222523,    41.682861
0000371,    13.447796,    41.539715
0000372,    14.204491,    41.730782
0000373,    15.153808,    42.092667
0000374,    14.419101,    41.937418
0000375,    14.675936,    40.381158
0000376,    14.982429,    40.286054
0000377,    13.738317,    41.962749
0000378,    14.077598,    40.659621
0000379,    13.744886,    41.852655
0000380,    14.547543,    40.916772
0000381,    14.948830,    40.815174
0000382,    14.169521,    41.400742
0000383,    14.735169,    42.062244
0000384,    14.560456,    40.506482
0000385,    14.803497,    40.934538
0000386,    14.191897,    42.035495
0000387,    15.120566,    41.750831
0000388,    14.848167,    41.354409
0000389,    13.685805,    41.889042
0000390,    14.602915,    41.459637
0000391,    14.947258,    40.960843
0000392,    14.963778,    41.921396
0000393,    14.872497,    41.290834
0000394,    14.706317,    40.329821
0000395,    15.066991,    40.810837
0000396,    13.303417,    40.853310
0000397,    13.550756,    41.729850
0000398,    13.905030,    41.671375
0000399,    15.178387,    41.380650
0000400,    14.116681,    41.546639
0000401,    13.958378,    40.879875
0000402,    14.549911,    41.858553
0000403,    13.652635,    40.673191
0000404,    13.275729,    41.594627
0000405,    14.576870,    40.897246
0000406,    14.324865,    42.091194
0000407,    13.818545,    41.657728
0000408,    13.674123,    40.574310
0000409,    14.732629,    41.547438
0000410,    14.434483,    41.212386
0000411,    13.927831,    41.975249
0000412,    14.503680,    41.077475
0000413,    14.391183,    40.406314
0000414,    13.496187,    41.864985
0000415,    13.692612,    41.455035
0000416,    13.934773,    40.883637
0000417,    14.146727,    41.468554
0000418,    13.708537,    41.878919
0000419,    14.768662,    41.161590
0000420,    13.943162,    41.878565
0000421,    14.475396,    41.426473
0000422,    13.931157,    41.975683
0000423,    14.620617,    42.023205
0000424,    14.809011,    41.145553
0000425,    15.163712,    40.404540
0000426,    14.157572,    41.504322
0000427,    14.753445,    41.024194
0000428,    13.260682,    40.742887
0000429,    13.742501,    42.040473
0000430,    13.994010,    41.919768
0000431,    14.793710,    41.283459
0000432,    14.396260,    41.673565
0000433,    13.773317,    41.584530
0000434,    13.860900,    41.073719
0000435,    13.872162,    40.827255
0000436,    13.833367,    41.532650
0000437,    13.506238,    40.868359
0000438,    13.363709,    41.734136
0000439,    14.604422,    42.079717
0000440,    13.769094,    40.698402
0000441,    14.989532,    41.608421
0000442,    14.112192,    41.987857
0000443,    15.118477,    40.961038
0000444,    13.910060,    41.600966
0000445,    14.233606,    41.245240
0000446,    13.496560,    41.234216
0000447,    15.128236,    42.145220
0000448,    13.427813,    41.599351
0000449,    13.905009,    40.349933
0000450,    14.920802,    40.525773
0000451,    14.426171,    41.278366
0000452,    13.965335,    40.350636
0000453,    14.964735,    40.487545
0000454,    14.984182,    41.398631
0000455,    15.079366,    41.588680
0000456,    14.226589,    41.893109
0000457,    14.142163,    42.074936
0000458,    15.186208,    41.750640
0000459,    14.123762,    40.478949
0000460,    14.666197,    42.123636
0000461,    14.756931,    40.609463
0000462,    13.215928,    41.787872
0000463,    14.279363,    40.429579
0000464,    14.273040,    41.716199
0000465,    13.306151,    40.916325
0000466,    14.031882,    40.988892
0000467,    14.263391,    41.337851
0000468,    14.099865,    41.161866
0000469,    14.952817,    40.313237
0000470,    13.895305,    41.775512
0000471,    15.099592,    40.345475
0000472,    13.826791,    40.357025
0000473,    13.341143,    41.034436
0000474,    14.856644,    40.790355
0000475,    13.273222,    41.280363
0000476,    14.694560,    41.366543
0000477,    13.545921,    41.966979
0000478,    13.811288,    40.708729
0000479,    14.864450,    41.541949
0000480,    13.728871,    40.801153
0000481,    14.415524,    41.326910
0000482,    15.005927,    41.714081
0000483,    13.926169,    41.128492
0000484,    14.937802,    41.617955
0000485,    13.852659,    42.022492
0000486,    14.790815,    40.634572
0000487,    14.497956,    41.821790
0000488,    14.608096,    40.644803
0000489,    14.878521,    40.665164
0000490,    14.123618,    41.060930
0000491,    15.165919,    40.828769
0000492,    13.853714,    40.561994
0000493,    15.045054,    41.248471
0000494,    13.563255,    41.138649
0000495,    13.593021,    40.716241
0000496,    13.638414,    42.202795
0000497,    14.052780,    41.341491
0000498,    13.935346,    40.336701
0000499,    14.154093,    42.142809
0000500,    14.990758,    41.713915
0000501,    15.153826,    40.839322
0000502,    15.159828,    41.825864
0000503,    14.670966,    41.662492
0000504,    14.696143,    41.179860
0000505,    13.920262,    40.560650
0000506,    13.483050,    41.633976
0000507,    13.478278,    40.344698
0000508,    14.451305,    41.405218
0000509,    14.666530,    40.427492
0000510,    13.686492,    41.386170
0000511,    15.211954,    41.918240
0000512,    13.266104,    41.774342
0000513,    14.779641,    40.507785
0000514,    13.705805,    41.683053
0000515,    15.210894,    41.235625
0000516,    13.666522,    40.746136
0000517,    13.323670,    41.669579
0000518,    13.226821,    41.017389
0000519,    14.136772,    41.423361
0000520,    13.952997,    41.135086
0000521,    14.591568,    40.339400
0000522,    13.873673,    41.611145
0000523,    13.809623,    41.903534
0000524,    14.415747,    41.010737
0000525,    14.012862,    41.950747
0000526,    15.185096,    41.544930
0000527,    14.526273,    41.902068
0000528,    13.743062,    41.715103
0000529,    14.565513,    41.291816
0000530,    13.612992,    40.830020
0000531,    15.013935,    42.080364
0000532,    14.308552,    41.241902
0000533,    14.192849,    40.270700
0000534,    14.456527,    40.490148
0000535,    14.377034,    42.134947
0000536,    14.965372,    42.085251
0000537,    13.589806,    42.163088
0000538,    13.387750,    41.969845
0000539,    15.177722,    41.703684
0000540,    13.705852,    42.019053
0000541,    13.621192,    41.097291
0000542,    13.573134,    41.633567
0000543,    14.913259,    41.329199
0000544,    14.760822,    41.791287
0000545,    14.703543,    41.252442
0000546,    13.660657,    41.965326
0000547,    14.198710,    41.141235
0000548,    14.627586,    40.930820
0000549,    15.017534,    40.902565
0000550,    13.922094,    40.279779
0000551,    14.434626,    41.465276
0000552,    14.808525,    41.862184
0000553,    14.182158,    40.720322
0000554,    15.070570,    41.084254
0000555,    14.460611,    41.816880
0000556,    15.196626,    41.032937
0000557,    14.747337,    40.456776
0000558,    14.597145,    42.138673
0000559,    13.893532,    41.408565
0000560,    14.523558,    42.063212
0000561,    14.104468,    40.586936
0000562,    13.502412,    41.447729
0000563,    14.378943,    41.641212
0000564,    14.404274,    42.087124
0000565,    14.921408,    41.479585
0000566,    14.497674,    40.784510
0000567,    13.676740,    41.254700
0000568,    15.036719,    40.835096
0000569,    13.253450,    40.625134
0000570,    14.157633,    40.562450
0000571,    13.871881,    42.077291
0000572,    14.669297,    42.260125
0000573,    14.858334,    40.645433
0000574,    14.652445,    42.001206
0000575,    13.605968,    40.288650
0000576,    14.412070,    40.526342
0000577,    14.678212,    41.052273
0000578,    13.480809,    41.095244
0000579,    13.227058,    41.571141
0000580,    13.845592,    40.394162
0000581,    14.058736,    41.543913
0000582,    15.107602,    41.490101
0000583,    13.577191,    41.268672
0000584,    13.852178,    40.664499
0000585,    14.382504,    40.450603
0000586,    14.533121,    41.021466
0000587,    14.566733,    41.842008
0000588,    13.856466,    41.845617
0000589,    14.484262,    40.617929
0000590,    14.192970,    41.685739
0000591,    13.612725,    42.018835
0000592,    14.982772,    41.409071
0000593,    14.875287,    41.494112
0000594,    13.796402,    41.105147
0000595,    13.877844,    40.290237
0000596,    13.592646,    41.047383
0000597,    13.903158,    40.672978
0000598,    13.239337,    40.651176
0000599,    14.093425,    40.780876
0000600,    14.634885,    40.573566
0000601,    14.986294,    40.857866
0000602,    14.160563,    41.726083
0000603,    13.438852,    41.686471
0000604,    14.428071,    41.519402
0000605,    14.038174,    41.100272
0000606,    15.178288,    41.642695
0000607,    14.968009,    42.002595
0000608,    15.145059,    40.656404
0000609,    15.121103,    41.570694
0000610,    14.702221,    41.858039
0000611,    15.007708,    40.284094
0000612,    13.876513,    40.398291
0000613,    14.912366,    41.884456
0000614,    13.358686,    40.442969
0000615,    13.782820,    41.567531
0000616,    13.884957,    41.445251
0000617,    13.938266,    40.645995
0000618,    15.195959,    40.506973
0000619,    14.129735,    41.598279
0000620,    13.973124,    41.048808
0000621,    13.591754,    42.025469
0000622,    13.972458,    42.257711
0000623,    14.431988,    41.306276
0000624,    13.902174,    40.766605
0000625,    14.751412,    40.712348
0000626,    13.839832,    40.435038
0000627,    14.367758,    41.850107
0000628,    14.279561,    40.410596
0000629,    13.325336,    41.714903
0000630,    14.622640,    41.261974
0000631,    13.294783,    40.523628
0000632,    13.553549,    42.222548
0000633,    13.805477,    41.286328
0000634,    13.526037,    41.879212
0000635,    14.591853,    40.912274
0000636,    14.545502,    42.218409
0000637,    14.222288,    41.358907
0000638,    14.970275,    42.152352
0000639,    15.209908,    40.617883
0000640,    14.300777,    41.808297
0000641,    14.878990,    41.855771
0000642,    13.811880,    40.955033
0000643,    14.424127,    42.203140
0000644,    14.267283,    41.832467
0000645,    14.272328,    42.106735
0000646,    14.634031,    41.384364
0000647,    13.244478,    41.316708
0000648,    13.249027,    40.432729
0000649,    13.226653,    41.948873
0000650,    14.068761,    41.276106
0000651,    14.615624,    41.622759
0000652,    14.981178,    40.387202
0000653,    14.170106,    42.110314
0000654,    13.365686,    42.169743
0000655,    14.380648,    40.752704
0000656,    13.903938,    42.103769
0000657,    14.598401,    40.414365
0000658,    13.941542,    41.901592
0000659,    14.275892,    41.005173
0000660,    14.725172,    41.738444
0000661,    14.179858,    41.732858
0000662,    14.428676,    40.860682
0000663,    14.595579,    41.216532
0000664,    13.423462,    41.825691
0000665,    13.772942,    42.055593
0000666,    15.208893,    41.051625
0000667,    13.929369,    41.361563
0000668,    13.874825,    41.591083
0000669,    14.022309,    41.343121
0000670,    14.115643,    41.624048
0000671,    13.869046,    41.050882
0000672,    15.202532,    41.409467
0000673,    14.464599,    40.301747
0000674,    13.403215,    41.074874
0000675,    13.940696,    41.493961
0000676,    13.447297,    40.509903
0000677,    13.940425,    41.712019
0000678,    13.266233,    41.776002
0000679,    14.799020,    40.947315
0000680,    15.098348,    40.534223
0000681,    13.845047,    41.484435
0000682,    14.721129,    42.123769
0000683,    14.648816,    40.920390
0000684,    13.668029,    40.974325
0000685,    14.721403,    41.674510
0000686,    14.595460,    41.782594
0000687,    14.881690,    40.810503
0000688,    13.657472,    41.737362
0000689,    14.563253,    40.318355
0000690,    13.265129,    41.020224
0000691,    14.003199,    41.185626
0000692,    15.132671,    41.897904
0000693,    14.492818,    40.790240
0000694,    13.259369,    40.287171
0000695,    13.873311,    41.606919
0000696,    14.857757,    41.763562
0000697,    13.219920,    41.600443
0000698,    13.823597,    41.020737
0000699,    14.372981,    41.225372
0000700,    13.235061,    41.131809
0000701,    14.905830,    40.843426
0000702,    14.229074,    41.059645
0000703,    15.009119,    41.543120
0000704,    14.167570,    41.931785
0000705,    15.081208,    42.236495
0000706,    14.884468,    41.872521
0000707,    14.482971,    41.332304
0000708,    14.527862,    41.017369
0000709,    14.765710,    40.982568
0000710,    13.344342,    41.777093
0000711,    13.693175,    40.836866
0000712,    13.912722,    40.607794
0000713,    14.266787,    41.919991
0000714,    13.783896,    42.213712
0000715,    13.323944,    40.643760
0000716,    14.710540,    41.130886
0000717,    14.847657,    41.870575
0000718,    14.811214,    42.124875
0000719,    13.992807,    40.945472
0000720,    13.315810,    40.779451
0000721,    14.522289,    41.498751
0000722,    13.570467,    40.630376
0000723,    13.972766,    42.159046
0000724,    13.377887,    40.710155
0000725,    14.014254,    41.242392
0000726,    14.509660,    40.434837
0000727,    14.592074,    40.998887
0000728,    14.449093,    41.955099
0000729,    14.030288,    41.317327
0000730,    14.394459,    42.023832
0000731,    14.865826,    41.908537
0000732,    15.103144,    40.513728
0000733,    13.528944,    41.663401
0000734,    14.261569,    40.897865
0000735,    14.295867,    41.394185
0000736,    14.747961,    40.689079
0000737,    14.913939,    40.790531
0000738,    14.695967,    42.051048
0000739,    13.915098,    42.251848
0000740,    14.060748,    41.490123
0000741,    13.577961,    40.865049
0000742,    13.323992,    40.634164
0000743,    14.379152,    40.499912
0000744,    15.124379,    42.243194
0000745,    13.491026,    41.368927
0000746,    13.777135,    41.694791
0000747,    13.398998,    41.603908
0000748,    15.034255,    41.444540
0000749,    14.016921,    41.513425
0000750,    13.523334,    42.199548
0000751,    14.772894,    40.977458
0000752,    13.314294,    41.703113
0000753,    13.644486,    41.717079
0000754,    13.313958,    41.377681
0000755,    14.247091,    40.349998
0000756,    14.749406,    40.782873
0000757,    15.117460,    40.690890
0000758,    13.998567,    40.953266
0000759,    14.439529,    42.200644
0000760,    13.557705,    40.523819
0000761,    14.498455,    40.806597
0000762,    14.558681,    42.161260
0000763,    14.783562,    41.766975
0000764,    15.026129,    41.994254
0000765,    14.632083,    42.075783
0000766,    14.724385,    41.170431
0000767,    14.674070,    40.629831
0000768,    13.541287,    42.031484
0000769,    14.868228,    41.701961
0000770,    14.660891,    41.684794
0000771,    13.339691,    41.862273
0000772,    13.849429,    41.821437
0000773,    13.352088,    40.788304
0000774,    13.705373,    42.031994
0000775,    14.840491,    41.617254
0000776,    13.867575,    41.692296
0000777,    14.537930,    40.565428
0000778,    14.837768,    41.005669
0000779,    15.160727,    41.347147
0000780,    14.331100,    42.248993
0000781,    13.278410,    40.282170
0000782,    13.607398,    41.281550
0000783,    13.965113,    42.235102
0000784,    14.729646,    42.264190
0000785,    14.678682,    41.654071
0000786,    15.202757,    41.366872
0000787,    14.448563,    41.716127
0000788,    14.317827,    42.256527
0000789,    13.610924,    41.543342
0000790,    14.816476,    42.076305
0000791,    15.065542,    42.171571
0000792,    14.563260,    41.998650
0000793,    15.176221,    41.215650
0000794,    14.477950,    40.344565
0000795,    14.953578,    41.594703
0000796,    15.149085,    41.290373
0000797,    13.687649,    42.131709
0000798,    15.212236,    40.276556
0000799,    13.344570,    41.732215
0000800,    13.745150,    42.033916
0000801,    14.431248,    41.427020
0000802,    14.439046,    40.321119
0000803,    14.560917,    41.622934
0000804,    14.833646,    40.368599
0000805,    14.774007,    42.027835
0000806,    14.416589,    41.095502
0000807,    13.500073,    41.353619
0000808,    14.380132,    41.898429
0000809,    14.372787,    42.263493
0000810,    15.091052,    41.875599
0000811,    14.217478,    42.059054
0000812,    14.743198,    40.481179
0000813,    15.163891,    41.614976
0000814,    14.497459,    41.360316
0000815,    13.535586,    41.780916
0000816,    14.955709,    40.945658
0000817,    13.571432,    41.190169
0000818,    13.913587,    42.167164
0000819,    13.278506,    41.098814
0000820,    13.846328,    42.045028
0000821,    13.881537,    40.347144
0000822,    13.841188,    40.441838
0000823,    14.311031,    41.112750
0000824,    13.713983,    40.577649
0000825,    13.756191,    40.817348
0000826,    14.197101,    42.185345
0000827,    13.936137,    41.650461
0000828,    13.404611,    40.725414
0000829,    13.698904,    41.948373
0000830,    14.114360,    42.132865
0000831,    14.705611,    41.876658
0000832,    13.811985,    40.870221
0000833,    15.176756,    40.286790
0000834,    13.852442,    41.597911
0000835,    14.573154,    40.317490
0000836,    14.595404,    41.183253
0000837,    14.633787,    40.514509
0000838,    14.602665,    41.868815
0000839,    13.850274,    40.542901
0000840,    13.300303,    41.892848
0000841,    14.186380,    41.823094
0000842,    14.932927,    41.169646
0000843,    13.370414,    41.612605
0000844,    14.552992,    40.513362
0000845,    13.255110,    40.530045
0000846,    14.699214,    42.139463
0000847,    15.089368,    40.824092
0000848,    13.440776,    40.473111
0000849,    14.345266,    41.953911
0000850,    14.511080,    41.491624
0000851,    15.059811,    41.511868
0000852,    13.425840,    41.003534
0000853,    15.210261,    40.424396
0000854,    14.784443,    41.540405
0000855,    15.034880,    40.843830
0000856,    14.079634,    41.938373
0000857,    14.009754,    42.220168
0000858,    13.592912,    41.277769
0000859,    15.120016,    41.279478
0000860,    14.007289,    40.724108
0000861,    14.113031,    41.275876
0000862,    13.825024,    40.758531
0000863,    14.739793,    41.919892
0000864,    14.030174,    40.446303
0000865,    13.294083,    41.823246
0000866,    14.685245,    41.130046
0000867,    15.098634,    40.898960
0000868,    14.190027,    41.524156
0000869,    13.456297,    41.626124
0000870,    15.176587,    40.804253
0000871,    14.198916,    41.879473
0000872,    13.378790,    41.647572
0000873,    14.065959,    41.636332
